userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,isFake
233,280,0,23,1,0,0,7,0
210,220,0,1,1,1,0,10,0
651,722,51,136,1,1,0,12,0
237,249,0,36,1,1,0,11,0
204,445,118,92,1,1,0,8,0
268,388,0,3,1,1,0,8,0
293,438,46,45,1,1,0,6,0
345,332,19,167,1,1,0,14,0
1725,1466,135,245,1,1,0,17,0
311,351,0,63,1,0,0,11,0
224,308,23,59,1,1,0,16,0
245,395,0,10,1,1,0,8,0
582,828,0,43,1,1,0,16,0
447,572,83,120,1,1,0,15,0
165,205,6,0,1,0,0,8,0
187,207,9,16,1,1,0,9,0
334,234,0,16,1,1,0,12,0
613,555,27,121,1,1,0,11,0
278,265,0,155,1,0,0,9,0
277,175,0,65,1,0,0,9,0
107,260,0,0,1,1,0,13,0
735,665,44,19,1,1,0,11,0
242,299,39,23,1,1,0,11,0
209,216,19,14,1,1,0,13,0
253,303,0,7,1,1,0,9,0
305,322,4,49,1,0,0,13,0
105,167,0,0,1,1,0,7,0
371,357,78,19,1,1,0,12,0
378,422,21,31,1,1,0,12,0
384,219,51,11,1,1,0,12,0
848,959,0,225,1,0,0,8,0
143,233,0,1,1,1,0,13,0
334,870,0,28,1,1,0,13,0
590,801,43,76,1,0,2,13,0
274,403,30,122,1,1,0,10,0
179,347,0,25,1,0,2,5,0
116,187,0,0,1,1,0,12,0
235,186,30,9,1,1,0,16,0
222,248,0,40,1,1,0,13,0
290,289,0,76,1,1,0,9,0
349,427,13,14,1,1,4,12,0
224,234,13,7,1,1,0,10,0
550,502,19,108,1,1,0,13,0
118,92,0,3,1,1,0,8,0
320,457,14,1,1,0,0,8,0
684,592,11,49,1,1,0,11,0
477,474,0,0,0,1,0,9,0
268,348,43,21,1,0,0,11,0
303,418,115,92,1,1,0,13,0
185,486,7,0,1,1,0,9,0
347,407,66,11,1,1,0,17,0
340,806,0,18,1,0,0,13,0
350,385,0,63,1,1,0,8,0
391,314,3,17,1,0,0,12,0
404,454,9,26,1,1,0,11,0
679,666,115,54,1,1,0,7,0
236,338,21,23,1,1,0,11,0
898,624,150,141,1,1,0,15,0
489,473,8,86,1,0,4,9,0
379,386,0,31,1,0,0,11,0
316,317,110,101,1,1,0,7,0
473,614,5,99,1,0,0,13,0
146,163,69,63,1,1,0,9,0
256,338,36,39,1,1,0,10,0
1035,828,0,24,1,0,0,10,0
326,654,146,155,1,1,0,8,0
342,371,43,15,1,1,0,11,0
531,686,0,41,1,1,0,9,0
488,569,0,34,1,1,0,9,0
1218,351,35,15,1,0,0,10,0
403,388,0,23,1,1,0,11,0
393,372,25,7,1,0,0,9,0
505,382,9,4,1,1,0,11,0
181,186,0,8,1,1,0,11,0
319,319,46,138,1,1,0,11,0
561,737,0,66,1,1,0,9,0
283,355,0,140,1,1,0,8,0
384,469,42,71,1,1,0,11,0
446,496,0,62,1,1,0,7,0
208,310,9,440,1,1,0,10,0
1123,1162,130,428,1,1,0,12,0
283,442,6,36,1,1,0,8,0
682,762,11,114,1,1,0,7,0
460,459,41,23,1,1,0,12,0
461,440,25,115,1,1,0,10,0
725,733,35,91,1,1,0,13,0
132,345,0,33,1,1,0,6,0
424,499,50,38,1,1,0,7,0
321,306,18,102,1,1,0,9,0
584,653,34,88,1,1,0,9,0
589,601,58,58,1,1,0,13,0
620,623,0,161,1,1,0,9,0
1500,1446,103,132,1,1,0,14,0
213,235,42,32,1,1,1,13,0
376,437,116,33,1,1,0,9,0
150,256,98,28,1,1,0,15,0
351,381,35,25,1,0,0,10,0
414,440,14,71,1,0,0,9,0
473,397,35,28,1,1,0,16,0
521,860,0,262,1,1,0,7,0
230,358,0,26,1,0,0,10,0
350,426,30,24,1,1,0,12,0
376,636,19,60,1,1,0,7,0
475,528,0,29,1,1,0,7,0
288,276,22,13,1,1,0,12,0
515,571,0,4,1,0,0,11,0
470,627,61,7,1,1,0,8,0
367,416,41,111,1,1,0,7,0
252,265,41,4,1,1,0,9,0
269,268,0,23,1,1,0,8,0
312,453,33,47,1,1,0,9,0
370,387,21,22,1,1,0,7,0
609,543,23,58,1,1,0,9,0
330,433,63,35,1,0,0,15,0
649,630,35,67,1,0,0,9,0
529,589,33,67,1,1,0,13,0
348,359,0,21,1,1,0,10,0
576,680,135,187,1,1,0,11,0
387,382,43,69,1,1,0,8,0
120,84,25,48,1,1,0,13,0
290,517,2,16,1,1,0,10,0
522,641,88,171,1,0,0,7,0
639,677,17,125,1,1,0,9,0
554,561,0,325,1,1,0,12,0
230,436,0,36,1,1,0,14,0
545,494,22,22,1,1,0,15,0
252,509,0,28,1,1,0,11,0
420,1097,22,29,1,1,0,10,0
2939,595,140,43,1,0,0,13,0
456,545,82,48,1,1,0,10,0
326,784,6,27,1,1,0,12,0
241,293,22,16,1,1,0,10,0
349,420,0,61,1,1,0,12,0
367,524,0,47,1,1,0,11,0
462,682,0,94,1,1,0,10,0
202,201,0,21,1,1,0,9,0
95,90,0,4,1,1,2,14,0
346,318,18,0,1,0,0,12,0
603,1233,7,588,1,1,0,7,0
386,482,32,48,1,1,0,7,0
219,99,87,79,1,0,0,18,0
99,227,0,117,1,1,0,17,0
417,375,6,25,1,1,0,10,0
266,248,33,12,1,0,0,11,0
592,108,35,117,1,0,0,9,0
308,423,0,101,1,1,2,14,0
261,102,0,142,1,0,0,8,0
571,755,4,16,1,1,0,10,0
311,406,0,11,1,1,0,9,0
115,143,0,15,1,1,0,7,0
623,579,146,83,1,0,0,14,0
473,794,0,4,1,1,0,8,0
575,537,27,44,1,1,0,14,0
399,826,54,70,1,1,0,13,0
119,116,0,2,1,1,0,15,0
260,344,0,99,1,1,0,14,0
436,348,57,33,1,0,0,11,0
917,591,37,48,1,1,0,8,0
153,367,9,72,1,0,0,13,0
676,701,0,249,1,1,0,11,0
369,430,60,14,1,1,0,14,0
373,1477,90,25,1,0,0,14,0
429,449,0,1,1,0,4,9,0
234,196,146,66,1,1,2,8,0
481,452,93,163,1,0,0,10,0
337,296,7,65,1,0,0,13,0
208,571,0,11,1,0,0,8,0
873,4935,22,30,1,0,0,9,0
194,219,14,33,1,1,0,15,0
371,442,0,9,1,1,0,16,0
83,252,0,40,1,1,0,12,0
22,28,0,0,0,1,0,15,0
244,263,0,82,1,1,0,11,0
134,365,7,59,1,1,0,11,0
349,352,15,44,1,1,4,21,0
427,509,26,0,1,1,0,12,0
60,108,0,49,1,1,1,14,0
249,171,0,56,1,1,0,8,0
378,578,9,61,1,1,0,7,0
92,196,3,5,1,1,0,12,0
221,224,0,39,1,0,0,14,0
66,61,20,0,1,0,0,12,0
462,483,32,31,1,1,0,12,0
630,755,0,125,1,1,0,10,0
126,88,0,2,1,0,0,9,0
486,479,20,38,1,1,0,15,0
51,48,0,43,1,1,0,8,0
626,679,48,58,1,1,0,12,0
748,996,11,44,1,1,0,13,0
1058,614,23,52,1,0,0,12,0
633,661,19,31,1,1,0,10,0
207,201,131,75,1,1,2,12,0
200,257,20,3,1,1,0,11,0
216,268,40,10,1,1,1,10,0
911,343,76,411,1,0,0,7,0
199,209,107,49,1,1,0,10,0
658,604,8,27,1,1,0,7,0
409,504,32,3,1,1,0,20,0
158,209,0,5,1,1,0,7,0
872,772,0,174,1,0,0,11,0
203,250,53,131,1,1,0,8,0
93,51,0,1,1,1,0,10,0
66,84,0,1,1,1,0,10,0
422,377,18,17,1,0,0,13,0
106,115,0,8,1,1,0,8,0
238,100,10,100,1,1,0,11,0
325,523,0,84,1,1,0,17,0
278,458,42,85,1,1,0,14,0
1817,758,2,115,1,1,0,14,0
70,78,0,9,1,0,0,20,0
788,664,24,383,1,0,0,11,0
522,856,139,216,1,0,0,11,0
88,146,34,6,1,0,0,8,0
427,407,45,124,1,1,0,8,0
150,149,77,22,1,0,0,13,0
1099,584,0,124,1,1,0,11,0
504,465,0,74,1,1,2,11,0
83,119,39,5,1,1,0,12,0
715,598,66,210,1,0,0,7,0
226,261,0,20,1,1,0,13,0
393,463,0,165,1,1,0,8,0
261,299,119,8,1,0,0,10,0
421,424,15,124,1,1,0,6,0
114,115,24,21,1,1,0,6,0
200,224,71,17,1,1,0,12,0
260,349,0,26,1,0,0,12,0
227,342,49,128,1,1,0,9,0
481,531,16,9,1,1,0,12,0
272,918,0,1,1,0,0,7,0
438,339,32,12,1,1,0,13,0
772,669,22,79,1,0,0,8,0
217,198,3,0,1,1,0,17,0
654,679,33,24,1,0,0,8,0
336,598,0,223,1,1,0,8,0
210,367,0,114,1,1,0,8,0
269,127,148,146,1,1,0,13,0
239,324,106,29,1,1,0,10,0
365,627,12,107,1,0,0,7,0
218,316,16,438,1,1,0,10,0
323,373,40,10,1,1,0,14,0
249,234,19,17,1,1,0,9,0
245,423,0,74,1,1,0,10,0
508,723,33,154,1,1,0,11,0
304,298,32,1,1,1,4,17,0
3257,3511,136,113,1,0,0,8,0
420,417,43,6,1,1,0,11,0
209,257,10,52,1,1,0,12,0
1669,996,127,107,1,1,2,13,0
81,52,0,4,1,1,0,15,0
415,439,0,13,1,1,0,11,0
129,152,0,0,1,1,0,14,0
165,181,0,85,1,1,0,13,0
273,297,19,0,1,1,0,15,0
338,330,41,17,1,0,0,12,0
225,446,0,53,1,0,0,11,0
449,410,19,19,1,1,0,8,0
594,863,105,276,1,1,0,9,0
679,764,23,39,1,1,0,11,0
569,539,41,95,1,1,0,11,0
540,543,0,73,1,1,0,12,0
441,368,25,30,1,1,0,8,0
570,455,37,120,1,1,0,10,0
367,1114,16,69,1,0,0,8,0
634,648,59,21,1,0,0,9,0
687,539,18,78,1,0,0,9,0
160,169,9,8,1,1,0,10,0
566,464,32,65,1,1,0,9,0
113,148,0,9,1,1,0,10,0
670,547,52,68,1,1,0,12,0
501,465,18,4,1,1,0,10,0
369,396,0,5,1,1,0,12,0
363,355,41,17,1,1,0,11,0
218,255,0,2,1,1,0,9,0
446,489,29,46,1,1,0,10,0
404,392,25,23,1,1,0,14,0
426,486,60,110,1,0,0,12,0
207,201,131,75,1,1,2,12,0
200,229,17,4,1,1,2,10,0
606,722,44,56,1,1,0,9,0
191,280,9,4,1,1,0,15,0
414,440,14,71,1,0,0,9,0
698,705,0,32,1,1,0,7,0
510,669,33,31,1,1,0,11,0
233,242,43,9,1,1,0,14,0
361,358,18,75,1,0,0,9,0
200,204,0,60,1,1,2,16,0
222,185,0,22,1,1,0,6,0
148,196,0,7,1,1,0,12,0
274,309,0,2,1,1,0,12,0
209,240,0,0,1,0,0,6,0
301,477,20,6,1,1,0,12,0
116,162,39,11,1,1,0,11,0
207,196,0,7,1,1,0,11,0
199,272,18,36,1,1,0,8,0
289,451,0,76,1,1,0,13,0
513,520,49,37,1,0,0,10,0
105,174,0,0,1,1,0,11,0
695,635,25,21,1,0,0,9,0
540,604,0,16,1,1,0,16,0
337,482,0,7,1,1,0,14,0
625,703,48,34,1,1,0,8,0
175,313,11,4,1,0,0,7,0
358,315,26,33,1,1,0,6,0
616,564,37,26,1,0,0,10,0
600,719,50,181,1,1,0,12,0
236,226,12,12,1,1,0,7,0
325,335,0,50,1,1,0,14,0
384,410,0,48,1,1,1,13,0
256,308,8,6,1,1,0,17,0
113,112,0,14,1,1,0,10,0
81,142,0,8,1,1,2,7,0
380,500,38,19,1,1,0,9,0
270,493,0,0,1,0,0,13,0
427,981,20,95,1,1,2,13,0
386,482,32,48,1,1,0,7,0
65,67,79,116,1,0,0,8,0
315,363,26,0,1,0,0,8,0
